term,phonetic,definition,translation,example,tags,rootKey,derivatives,frq,pos,mnemonic
noble,'nәubl,,"n. 贵族； a. 高贵的, 高尚的, 贵族的, 辉煌的",,cet4,,nobles,5553,,
spider,'spaidә,,"n. 蜘蛛, 设圈套者； [化] 星形轮",,cet4,,spiders,5555,,
damp,dæmp,,"n. 潮湿, 湿气； a. 潮湿的",,cet4,,damped|damper|dampest|damping|damps,5562,,
wool,wul,,"n. 羊毛, 毛织物, 毛线, 绒线； [医] 羊毛, 绒毛, 棉[花]",,cet4,,wools,5569,,
salesman,'seilzmәn,,"n. 售货员, 推销员； [经] 售货员, 店员, 推销员",,cet4,,salesmen,5573,,
luxury,'lʌkʃәri,,"n. 奢侈, 豪华； a. 奢侈的, 豪华的",,cet4,,luxuries,5575,,
disposal,dis'pәuzәl,,"n. 丢掉, 处理, 排列, 销毁, 布置； [医] 处理, 处置",,cet4,,disposals,5580,,
meadow,'medәu,,"n. 草地, 牧场",,cet4,,meadows,5581,,
cherry,'tʃeri,,"n. 樱桃, 樱桃树, 樱桃色； [医] 樱桃",,cet4,,cherries,5582,,
plug,plʌg,,"n. 塞子, 栓, 插头； vt. 插入, 塞住, 接插头",,cet4,,plugged|plugging|plugs,5586,,
wallet,'wɒlit,,"n. 皮夹； [法] 皮包, 皮夹, 钱袋",,cet4,,wallets,5587,,
accordingly,ә'kɒ:diŋli,,"adv. 相应地, 因此, 于是",,cet4,,,5589,,
lamb,læm,,"n. 小羊, 羔羊； v. 产羊羔",,cet4,,lambed|lambing|lambs,5590,,
tempt,tempt,,"vt. 诱惑, 引诱, 引起...的兴趣, 吸引, 冒...风险",,cet4,,tempted|tempting|tempts,5592,,
axis,'æksis,,n. 轴； [计] 坐标轴,,cet4,,,5598,,
applause,ә'plɒ:z,,"n. 鼓掌, 喝彩, 赞许",,cet4,,,5599,,
triangle,'traiæŋgl,,"n. 三角形, 三个一组, 三角关系； [医] 三角, 三角形",,cet4,,triangles,5605,,
shield,'ʃi:ld,,"n. 盾, 防卫物, 保护者, 屏蔽； vt. 保护, 遮蔽, 屏蔽, 庇护, 挡开, 避开",,cet4,,shielded|shielding|shields,5606,,
picnic,'piknik,,"n. 野餐, 远足, 愉快的经历； vi. 去野餐, 远足",,cet4,,picnic|picnicked|picnicking|picnics,5619,,
interpreter,in'tә:pritә,,"n. 直译程序, 解释者, 口译者, 注释器； [计] 注释器",,cet4,,interpreters,5628,,
nursery,'nә:sәri,,"n. 托儿所, 苗圃, 温床； [医] 婴儿室, 托儿所",,cet4,,nurseries,5632,,
collision,kә'liʒәn,,"n. 碰撞, 冲突, 抵触； [计] 冲突",,cet4,,collisions,5633,,
verify,'verifai,,"vt. 证明, 查证, 证实, 检验, 校验； [计] 校验, 检验; DOS内部命令:设定写入磁盘时是否验证写入的正确性",,cet4,,verified|verifies|verifying,5634,,
mat,mæt,,"n. 垫, 丛, 衬边； a. 粗糙的, 无光泽的",,cet4,,mats|matted|matting,5639,,
sixty,'siksti,,"num. 六十, 六十个",,cet4,,,5642,,
ashamed,ә'ʃeimd,,"a. 惭愧的, 羞耻的",,cet4,,,5651,,
astronaut,'æstrәnɒ:t,,"n. 太空旅行者, 宇航员； [法] 美国太空人",,cet4,,astronauts,5656,,
useless,'ju:slis,,"a. 无用的, 无效的, 无益的； [机] 无用, 无价值, 无效",,cet4,,,5657,,
crust,krʌst,,"n. 外壳, 坚硬外皮, 面包皮； vt. 盖以硬皮",,cet4,,crusted|crusting|crusts,5659,,
gasp,gæsp,,"n. 喘气； vi. 喘气, 喘息, 渴望",,cet4,,gasped|gasping|gasps,5660,,
flu,flu:,,"n. 流感, 流行性感冒",,cet4,,,5662,,
mosquito,mә'ski:tәu,,n. 蚊子； [医] 蚊,,cet4,,mosquitos,5667,,
unconscious,.ʌn'kɒnʃәs,,"a. 未意识到的, 无意识的, 无知觉的； [医] 人事不省的, 神志丧失的; 无意识的",,cet4,,,5668,,
obey,ә'bei,,"vt. 服从, 遵从, 顺从； vi. 服从",,cet4,,obeyed|obeying|obeys,5672,,
thoughtful,'θɒ:tful,,"a. 深思的, 体贴的",,cet4,,,5674,,
vine,vain,,"n. 藤本植物, 葡萄, 藤, 蔓； vi. 形成藤蔓",,cet4,,vines|vining,5675,,
permanently,'p\\\\:mәntli,,"adv. 永久, 不变, 持久； [计] 永久性的",,cet4,,,5676,,
optional,'ɒpʃәnl,,"a. 可选择的, 随意的； [化] 选购的",,cet4,,,5692,,
miner,'mainә,,"n. 矿工, 开矿机, 坑道工兵； [经] 矿工",,cet4,,miners,5693,,
aloud,ә'laud,,"adv. 出声地, 大声地",,cet4,,,5694,,
breed,bri:d,,"n. 种类, 品种； v. 养育, 引起, 饲养, 繁殖",,cet4,,bred|breeding|breeds,5698,,
weep,wi:p,,"n. 哭, 哭泣； vi. 哭泣, 流泪, 哀悼, 滴落",,cet4,,weeping|weeps|wept,5709,,
liquor,'likә,,"n. 酒, 液体, 汁, 溶液； vt. 浸水",,cet4,,liquors,5711,,
sadly,'sædli,,"adv. 悲痛地, 悲惨地, 悲伤地, 说来遗憾",,cet4,,,5717,,
span,spæn,,"n. 指距, 全长, 跨距, 一段时间, 小范围； vt. 以手指测量, 跨越, 架设, 持续",,cet4,,dp|span|spanned|spanning|spans,5718,,
cube,kju:b,,"n. 立方体, 立方； [机] 立方体, 立方",,cet4,,cubed|cubes|cubing,5725,,
Swiss,swis,,"n. 瑞士人, 瑞士腔调； a. 瑞士的, 瑞士风格的",,cet4,,,5727,,
FAX,fæks,,n. 传真； vt. 发传真,,cet4,,faxed|faxes|faxing,5729,,
underneath,.ʌndә'ni:θ,,adv. 在下面； prep. 在...的下面,,cet4,,,5730,,
dim,dim,,"a. 暗淡的, 模糊的； vt. 使暗淡",,cet4,,dimmed|dimmer|dimmest|dimming|dims,5733,,
injection,in'dʒekʃәn,,"n. 注射, 注射剂； [化] 注入; 注射",,cet4,,injections,5734,,
plantation,plæn'teiʃәn,,"n. 种植园, 大农场, 植树造林, 新开垦地； [医] 栽植(如牙或其他组织的植入、再植和移植)",,cet4,,plantations,5736,,
sunset,'sʌnset,,"n. 日落, 晚年",,cet4,,sunsets,5739,,
Polish,'pɒliʃ,,"a. 波兰的； n. 波兰人, 上光剂, 光泽, 优雅",,cet4,,polished|polishes|polishing,5749,,
dairy,'dєәri,,"n. 牛奶公司, 乳品店, 乳牛场",,cet4,,dairies|dairying,5750,,
gardener,'gɑ:dәnә,,"n. 园丁, 花匠, 园艺家",,cet4,,gardeners,5751,,
wit,wit,,"n. 机智, 智力, 头脑, 理智, 妙语, 机智的人",,cet4,,wits,5755,,
skate,skeit,,"n. 溜冰, 冰鞋； vi. 滑冰, 滑过",,cet4,,skated|skates|skating,5756,,
curse,kә:s,,"n. 咒骂, 诅咒； vt. 诅咒, 咒骂",,cet4,,cursed|curses|cursing,5761,,
deed,di:d,,"n. 行为, 实行, 契约； vt. 立契转让",,cet4,,deeds,5766,,
miserable,'mizәrәbl,,a. 悲惨的；痛苦的；卑鄙的,,cet4,,,5769,,
lively,'laivli,,"a. 活泼的, 鲜明的, 生动的",,cet4,,livelier|liveliest,5775,,
shave,ʃeiv,,"n. 修面, 刮胡子, 幸免, 剃刀； vt. 修面, 剃, 修剪, 掠过",,cet4,,shaved|shaves|shaving,5779,,
foolish,'fu:liʃ,,"a. 愚蠢的, 傻的",,cet4,,,5783,,
playground,'pleigraund,,"n. 运动场, 操场, 度假胜地, 活动场所",,cet4,,playgrounds,5793,,
balcony,'bælkәni,,"n. 阳台, 戏院楼厅",,cet4,,balconied|balconies,5799,,
brow,brau,,"n. 眉毛, 额； [医] 额, 眉, 睫毛",,cet4,,brows,5800,,
worship,'wә:ʃip,,"n. 崇拜, 礼拜, 尊敬； vi. 参加礼拜",,cet4,,worshipped|worshipping|worships,5808,,
ant,ænt,,n. 蚂蚁,,cet4,,anted|anting|ants,5811,,
repetition,.repi'tiʃәn,,"n. 重复, 背诵, 循环, 复制品, 副本； [机] 重复, 反复",,cet4,,repetitions,5821,,
bark,bɑ:k,,"n. 树皮, 吠声； vi. 吠, 叫骂",,cet4,,barked|barking|barks,5831,,
stab,stæb,,"n. 刺, 戳, 剧痛, 尝试, 努力； vt. 刺, 戳, 刺入, 刺痛, 直入, 使伤心",,cet4,,stabbed|stabbing|stabs,5835,,
generator,'dʒenәreitә,,"n. 产生器, 发电机, 生产者； [计] 发生器",,cet4,,generators,5836,,
cafe,kɑ:'fei,,"n. 咖啡馆, 酒店",,cet4,,cafes,5837,,
parallel,'pærәlel,,"n. 平行, 对比, 相匹敌之物； a. 平行的, 相似的",,cet4,,paralleling|parallelled|parallels,5840,,
castle,'kæsl. 'kɑ:sl,,"n. 城堡, 象棋中的车； vt. 置于城堡中, 盘踞于",,cet4,,castled|castles|castling,5844,,
fulfil,ful'fil,,"vt. 实践, 履行, 实行, 完成, 结束, 满足； [经] 履行(契约), 满期",,cet4,,fulfilled|fulfilling|fulfils,5849,,
thorough,'θʌrә,,"a. 十分的, 彻底的",,cet4,,,5852,,
obscure,әb'skjuә,,"a. 模糊的, 昏暗的, 难解的, 晦涩的, 偏僻的, 微贱的, 无名的； vt. 使变暗, 隐藏, 使变模糊, 使难解",,cet4,,obscured|obscurer|obscures|obscuring,5853,,
thrill,θril,,"n. 震颤, 激动, 刺激性, 一阵激动； vi. 震颤, 颤抖, 激动",,cet4,,thrilled|thrilling|thrills,5858,,
outlook,'autluk,,"n. 观点, 景色, 前途, 了望； [经] 展望",,cet4,,outlooks,5863,,
nitrogen,'naitrәdʒәn,,n. 氮； [化] 氮N-2,,cet4,,nitrogens,5881,,
respective,ri'spektiv,,"a. 分别的, 各自的",,cet4,,,5883,,
transparent,træns'pærәnt,,"a. 透明的, 显然的, 清晰的； [计] 透明",,cet4,,transparents,5884,,
classification,.klæsifi'keiʃәn,,"n. 分类, 分级； [化] 分级; 分粒; 分类",,cet4,,classifications,5891,,
thrust,θrʌst,,"n. 插, 戳, 刺, 猛推, 口头攻击, 推力； vt. 插入, 猛推, 刺, 戳, 强加, 延伸",,cet4,,pd|thrust|thrusting|thrusts,5904,,
temptation,temp'teiʃәn,,"n. 诱惑, 诱惑物； [法] 诱惑, 诱惑物",,cet4,,temptations,5906,,
tiger,'taigә,,"n. 老虎, 虎, 凶暴的人",,cet4,,tigers,5908,,
strap,stræp,,"n. 带, 皮带； vt. (用皮带)捆扎",,cet4,,strapped|strapping|straps,5909,,
conductor,kәn'dʌktә,,"n. 领导者, 指挥者, 售票员, 向导； [化] 导体",,cet4,,conductors,5912,,
inhabitant,in'hæbitәnt,,"n. 居民, 居住者； [医] 居民",,cet4,,inhabitants,5914,,
sway,swei,,"n. 摇摆, 影响力, 支配； vt. 摇动, 支配, 弄歪, 使倾斜, 使动摇, 影响",,cet4,,swayed|swaying|sways,5924,,
refusal,ri'fju:zl,,"n. 拒绝, 推却, 优先决定权； [法] 拒绝, 谢绝, 取舍权",,cet4,,refusals,5933,,
flush,flʌʃ,,"n. 流溢, 面红, 旺盛, 发烧, 惊飞的鸟, 同花牌； a. 丰足的, 齐平的, 满盈的, 泛滥的",,cet4,,flushed|flushes|flushing,5935,,
lick,lik,,"n. 舔, 少许, 打； vt. 舔, 卷过, 鞭打",,cet4,,licked|licking|licks,5936,,
sufficiently,sә'fiʃәntli,,"adv. 足够, 充分",,cet4,,,5950,,
owl,aul,,n. 猫头鹰； [法] 走私,,cet4,,owls,5953,,
correction,kә'rekʃәn,,"n. 订正, 改正, 改正的地方； [化] 校正",,cet4,,corrections,5966,,
mist,mist,,"n. 雾, 迷蒙, 朦胧不清； vt. 使模糊, 使蒙上雾",,cet4,,misted|misting|mists,5967,,
humble,'hʌmbl,,"a. 低下的, 谦逊的, 粗陋的； vt. 使...卑下, 降低...地位, 贬抑",,cet4,,humbled|humbles|humbling,5970,,
gum,gʌm,,"n. 树胶, 橡皮, 橡皮糖, 牙床, 老天； vt. 涂以树胶, 用胶粘, 使有粘性",,cet4,,gummed|gumming|gums,5971,,
audio,'ɒ:diou,,"a. 音频的, 声音的； [电] 声频",,cet4,,audios,5975,,
complicate,'kɒmplikeit,,"vt. 弄复杂, 使错综, 使恶化； vi. 变复杂",,cet4,,complicated|complicates|complicating,5983,,
stool,stu:l,,"n. 凳子, 大便, 粪便, 厕所； vi. 长新枝",,cet4,,stooled|stooling|stools,5989,,
daylight,'deilait,,"n. 白昼, 日光； vt. 使沐浴于日光",,cet4,,daylighting|daylights,5997,,
horizontal,.hɒri'zɒntәl,,"n. 水平线, 水平面, 水平位置； a. 水平线的, 平坦的, 横的",,cet4,,horizontals,6000,,
bundle,'bʌndl,,"n. 捆, 束； vt. 包扎, 胡乱塞进",,cet4,,bundled|bundles|bundling,6005,,
linen,'linin,,"n. 亚麻布, 亚麻线, 亚麻制品； a. 亚麻布制的, 亚麻的",,cet4,,linens,6009,,
robbery,'rɒbәri,,"n. 抢掠, 抢夺； [法] 强盗, 抢劫, 劫掠",,cet4,,robberies,6012,,
footstep,'futstep,,"n. 脚步, 脚步声, 足迹",,cet4,,footsteps,6017,,
drip,drip,,n. 水滴； v. (使)滴下,,cet4,,dripped|dripping|drips,6019,,
loosen,lu:sn,,"vt. 放松, 松开, 解除； vi. 变松, 松弛",,cet4,,loosened|loosening|loosens,6023,,
hedge,hedʒ,,"n. 树篱, 障碍, 套头交易； vt. 用树篱围, 套期保值, 妨碍, 两面下注以防...的损失",,cet4,,hedged|hedges|hedging,6032,,
heating,'hi:tiŋ,,"n. 加热, 供热, 暖气设备, 供暖系统, 暖气装置； a. 加热的, 供暖的",,cet4,,heat|heating|i,6037,,
princess,'prinsis,,"n. 公主, 王妃, 女巨头",,cet4,,princesses,6039,,
appliance,ә'plaiәns,,"n. 器械, 用具, 应用； [医] 矫正器; 器",,cet4,,appliances,6043,,
maid,meid,,"n. 少女, 未婚女子, 女仆",,cet4,,maids,6044,,
gauge,geidʒ,,"n. 标准度量, 计量器； vt. 精确计量, 估计",,cet4,,gauged|gauges|gauging,6046,,
inhabit,in'hæbit,,"vt. 居住于, 占据, 栖息",,cet4,,inhabited|inhabiting|inhabits,6052,,
ripe,raip,,"a. 成熟的, 熟练的, 成年的； [医] 成熟的",,cet4,,riper|ripest,6068,,
viewpoint,'vju:pɒint,,n. 观点,,cet4,,viewpoints,6069,,
jewel,'dʒu:әl,,"n. 珠宝, 贵重物, 镶珠宝的饰物； vt. 饰以珠宝, 镶以宝石",,cet4,,jewelled|jewelling|jewels,6074,,
slogan,'slәugәn,,"n. 呐喊声, 标语, 口号",,cet4,,sloganned|slogans,6076,,
dial,'daiәl,,"n. 刻度盘, 钟面, 转盘； v. 拨",,cet4,,dialing|dialled|dials,6092,,
berry,'beri,,n. 浆果； vi. 采集浆果,,cet4,,berried|berries|berrying,6096,,
mug,mʌg,,"n. 有柄大杯, 脸, 苦读者； vt. 给...拍照, 攻击, 苦读",,cet4,,mugged|mugging|mugs,6098,,
indoor,'indɒ:,,"a. 户内的, 室内的",,cet4,,,6107,,
whatsoever,.hwɒtsәu'evә,,pron. 无论什么,,cet4,,,6109,,
quilt,kwilt,,"n. 棉被； vt. 加软衬料后缝制, 东拼西凑地编",,cet4,,quilted|quilting|quilts,6124,,
bachelor,'bætʃәlә,,"n. 单身汉, 学士； [法] 学士, 单身汉",,cet4,,bachelors,6130,,
lump,lʌmp,,"n. 块, 瘤, 很多, 肿块, 笨人； vt. 使成块状, 混在一起",,cet4,,lumped|lumping|lumps,6139,,
scarf,skɑ:f,,"n. 围巾, 头巾, 领带, 领巾, 嵌接； vt. 用围巾围, 嵌接",,cet4,,scarfed|scarfing|scarfs|scarves,6140,,
upward,'ʌpwәd,,a. 向上的； adv. 以上,,cet4,,,6144,,
imitate,'imiteit,,"vt. 模仿, 效法, 冒充, 仿造",,cet4,,imitated|imitates|imitating,6150,,
velvet,'velvit,,n. 天鹅绒； a. 天鹅绒的,,cet4,,velvets,6154,,
cough,kɒf,,n. 咳嗽； vi. 咳嗽,,cet4,,coughed|coughing|coughs,6157,,
roller,'rәulә,,"n. 滚筒, 滚轴, 压路机； [化] 滚柱; 托辊",,cet4,,rollered|rollering|rollers,6161,,
smoothly,'smu:ðli,,"adv. 平滑地, 流畅地, 流利地",,cet4,,,6168,,
livestock,'laivstɒk,,"n. 家畜； [经] 牲畜, 家畜",,cet4,,,6173,,
basin,'beisn,,"n. 盆, 盆地； [医] 第三脑室, 骨盆",,cet4,,basins,6174,,
heir,єә,,"n. 继承人, 嗣子, 后嗣； [法] 继承人, 后嗣",,cet4,,heirs,6177,,
insure,in'ʃuә,,"vt. 保险, 确保； vi. 投保",,cet4,,insured|insures|insuring,6180,,
tomb,tu:m,,"n. 坟墓, 死亡； vt. 埋葬",,cet4,,tombs,6183,,
glorious,'glɒ:riәs,,a. 光荣的,,cet4,,,6191,,
honesty,'ɒnisti,,"n. 诚实, 公正, 正直",,cet4,,,6192,,
fearful,'fiәful,,"a. 可怕的, 恐怕的, 担心的",,cet4,,,6198,,
sausage,'sɒsidʒ,,"n. 香肠, 腊肠",,cet4,,sausages,6199,,
standpoint,'stændpɒint,,"n. 立场, 观点",,cet4,,standpoints,6206,,
mainland,'meinlәnd,,"n. 大陆, 本土； [法] 大陆",,cet4,,,6208,,
flourish,'flʌriʃ,,"vi. 繁荣, 茂盛, 活跃, 手舞足蹈； vt. 挥舞, 夸耀",,cet4,,flourished|flourishes|flourishing,6209,,
shiver,'ʃivә,,"vi. 颤抖, 哆嗦, 被打碎； vt. 使迎风飘动, 粉碎",,cet4,,shivered|shivering|shivers,6211,,
turning,'tә:niŋ,,"n. 旋转, 转弯处, 车削工作； [化] 车削",,cet4,,i|turn|turning|turnings,6215,,
detection,di'tekʃәn,,"n. 发现, 察觉, 探测； [计] 检波; 检测",,cet4,,detections,6216,,
saddle,'sædl,,"n. 鞍, 马鞍, 车座, 鞍状物； vt. 装以马鞍, 使负担",,cet4,,saddled|saddles|saddling,6217,,
occurrence,ә'kʌrәns,,"n. 发生, 事件, 出现； [医] 发生",,cet4,,occurrences,6221,,
abundant,ә'bʌndәnt,,"a. 丰富的, 充分的, 大量的",,cet4,,,6223,,
hammer,'hæmә,,"n. 锤, 铁锤, 钉锤； vt. 锤打, 敲打, 钉",,cet4,,hammered|hammering|hammers,6231,,
vigorous,'vigәrәs,,"a. 精力充沛的, 元气旺盛的, 茁壮的, 有力的",,cet4,,,6236,,
unwilling,.ʌn'wiliŋ,,"a. 不愿意的, 勉强的； [法] 不愿意的, 勉强的, 不服从的",,cet4,,,6237,,
lazy,'leizi,,"a. 懒惰的, 怠惰的, 缓慢的； vi. 懒散",,cet4,,lazier|laziest,6238,,
packet,'pækit,,"n. 小包, 一批信件, 大量, 信息包； vt. 打包, 装进小包",,cet4,,packets,6240,,
fond,fɒnd,,"a. 喜欢的, 宠爱的, 温柔的",,cet4,,fonder|fondest|fonds,6241,,
surplus,'sә:plәs,,"n. 剩余, 过剩, 盈余； a. 过剩的, 剩余的",,cet4,,,6243,,
surroundings,sә'rajndiŋz,,"n. 环境, 周围的事物； [化] 环境",,cet4,,s|surroundings,6249,,
sandy,'sændi,,"a. 沙的, 沙地的, 多沙的",,cet4,,sandier,6261,,
leisure,'li:ʒә,,"n. 空闲, 闲暇, 悠闲； a. 空闲的, 有闲的",,cet4,,leisured,6269,,
acquaintance,ә'kweintәns,,"n. 认识, 相识者",,cet4,,acquaintances,6274,,
unusually,ʌn'ju:ʒәli,,"adv. 不寻常地, 异乎寻常地, (非正式)非常",,cet4,,,6275,,
contempt,kәn'tempt,,"n. 轻视, 轻蔑； [法] 藐视, 侮辱, 轻视",,cet4,,contempts,6277,,
disadvantage,.disәd'vɑ:ntidʒ,,"n. 缺点, 不利, 坏处",,cet4,,disadvantaged|disadvantages|disadvantaging,6291,,
sorrow,'sɒrәu,,"n. 悲伤, 哀惜, 不幸； vi. 悲伤, 懊悔, 遗憾",,cet4,,sorrowed|sorrowing|sorrows,6304,,
exaggerate,ig'zædʒәreit,,"v. 夸大, 夸张",,cet4,,exaggerated|exaggerates|exaggerating,6312,,
seventeen,sevn'ti:n,,"num. 十七, 十七个",,cet4,,,6318,,
volcano,vɒl'keinәu,,n. 火山,,cet4,,volcanos,6321,,
jealous,'dʒelәs,,"a. 嫉妒的, 羡慕的, 留心的, 戒备的",,cet4,,,6322,,
swamp,swɒmp,,"n. 沼泽, 进退两难的困境； vt. 淹没, 击溃, 清除, 使陷于沼泽",,cet4,,swamped|swamping|swamps,6335,,
dash,dæʃ,,"n. 冲撞, 破折号, 短跑； vi. 猛冲, 冲撞",,cet4,,dashed|dashes|dashing,6336,,
deliberate,di'libәrәt,,"a. 深思熟虑的, 故意的, 从容的； v. 仔细考虑",,cet4,,deliberated|deliberates|deliberating,6343,,
usage,'ju:sidʒ,,"n. 用法, 使用, 习惯, 惯用法, 习惯法； [经] 使用情况, 使用用途, 惯例",,cet4,,usages,6347,,
sore,sɒ:,,"a. 悲伤的, 痛的, 引起痛苦的； n. 痛处, 溃疡, 疮",,cet4,,sorer|sores,6349,,
nephew,'nefju:,,"n. 侄子, 外甥",,cet4,,nephews,6362,,
fertilizer,'fә:tilaizә,,"n. 肥料, 促进发展者, 受精媒介物； [化] 肥料",,cet4,,fertilizers,6367,,
altitude,'æltitju:d,,"n. 高度, 海拔, 高处； [电] 高度",,cet4,,altitudes,6370,,
glare,glєә,,"n. 闪耀光, 刺眼； vi. 发眩光, 瞪视",,cet4,,glared|glares|glaring,6371,,
handy,'hændi,,"a. 便利的, 敏捷的, 容易取得的； [化] 便于使用的; 易操作的",,cet4,,handier|handies,6380,,
collaborate,kә'læbәreit,,"vi. 合作, 勾结； [法] 合作, 合著, 通敌",,cet4,,collaborated|collaborates|collaborating,6388,,
cement,si'ment,,"n. 水泥, 胶结剂； vt. 胶合, 用水泥涂",,cet4,,cemented|cementing|cements,6395,,
recite,ri'sait,,"v. 背诵, 朗读, 叙述",,cet4,,recited|recites|reciting,6397,,
interference,.intә'fiәrәns,,"n. 冲突, 干涉； [计] 干扰",,cet4,,interferences,6409,,
spoil,spɒil,,"n. 战利品, 赃物, 奖品, 变质, 次品； vt. 损坏, 破坏, 溺爱",,cet4,,spoiled|spoiling|spoils,6411,,
darling,'dɑ:liŋ,,"n. 亲爱的, 可爱的人, 可爱的物； a. 可爱的, 亲爱的",,cet4,,darlings,6421,,
parlor,'pɑ:lә,,"n. 客厅, 会客室, 小店； a. 客厅的",,cet4,,parlors,6423,,
accessory,әk'sesәri,,"n. 附件, 零件, 附加物, 从犯, 同谋； a. 附属的, 补充的, 同谋的, 帮凶的, 非主要的, 副的",,cet4,,accessories,6429,,
indirect,.indi'rekt,,"a. 间接的, 非直截了当的, 不坦率的； [医] 间接的",,cet4,,,6433,,
temper,'tempә,,"n. (钢等的)硬度, 脾气, 心情, 中和剂, 倾向, 回火； vt. 使回火, 锻炼, 调和, 使缓和",,cet4,,tempered|tempering|tempers,6436,,
blossom,'blɒsәm,,"n. 花, 花开的状态, 兴旺期； vi. 开花, 兴旺, 发展",,cet4,,blossomed|blossoming|blossoms,6437,,
spacecraft,'speiskræft,,n. 航天飞船,,cet4,,spacecrafts,6442,,
spur,spә:,,"n. 马刺, 刺激物, 鼓舞； vt. 刺激, 激励, 用马刺策(马)前进",,cet4,,spurred|spurring|spurs,6458,,
whistle,'hwisl,,"n. 口哨, 汽笛, 啸啸声, 口哨声； vi. 吹口哨, 鸣汽笛, 发嘘嘘声",,cet4,,whistled|whistles|whistling,6463,,
unpleasant,.ʌn'pleznt,,"a. 使人不愉快的, 使人厌恶的, 煞风景的",,cet4,,,6472,,
sew,sәu,,"vt. 缝纫, 缝合, 缝； vi. 缝纫",,cet4,,sewed|sewing|sewn|sews,6478,,
muddy,'mʌdi,,"a. 泥泞的, 浑浊的, 模糊的； vt. 使污浊, 使沾上泥污",,cet4,,muddied|muddier|muddies|muddiest|muddying,6484,,
leverage,'levәridʒ,,"n. 杠杆作用, 杠杆装置, 杠杆效率； [医] 杠杆率",,cet4,,leveraged|leverages|leveraging,6493,,
sticky,'stiki,,"a. 粘的, 有粘性的, 顽固的",,cet4,,stickied|stickier|stickies|stickiest,6495,,
keen,ki:n,,"a. 锋利的, 敏锐的, 强烈的, 敏捷的, 热心的, 渴望的； n. 挽歌, 痛哭",,cet4,,keened|keener|keenest|keening|keens,6508,,
mathematical,.mæθә'mætikl,,"a. 数学的, 精确的； [机] 数学上的",,cet4,,,6512,,
imaginary,i'mædʒinәri,,"a. 想像的, 虚构的, 假想的",,cet4,,,6513,,
orient,'ɒ:riәnt,,"n. 东方, 东方诸国； a. 东方的",,cet4,,oriented|orienting|orients,6514,,
adhere,әd'hiә,,"vi. 依附, 粘着, 坚持, 追随, 拥护； vt. 使粘附",,cet4,,adhered|adheres|adhering,6516,,
pillar,'pilә,,"n. 柱子, 栋梁, 台柱, 重要的支持者； [医] 柱, 脚",,cet4,,pillars,6521,,
uneasy,.ʌn'i:zi,,"a. 心神不安的, 不自在的, 不稳定的, 不舒服的",,cet4,,,6528,,
fox,fɒks,,"n. 狐狸, 狡猾的人； vi. 奸狡地行动, (书页)生斑, 变酸",,cet4,,foxed|foxes|foxing,6537,,
pavement,'peivmәnt,,"n. 路面, 人行道, 铺面路, 铺路材料",,cet4,,pavements,6540,,
moist,mɒist,,"a. 潮湿的, 多雨的, 感伤的, 含泪的； [医] 湿的",,cet4,,moister,6541,,
helpless,'helplis,,"a. 无助的, 无能为力的, 无依无靠的",,cet4,,,6550,,
velocity,vi'lɒsәti,,"n. 速度, 迅速； [化] 速度",,cet4,,velocities,6557,,
noisy,'nɒizi,,"a. 嘈杂的, 喧闹的； [机] 噪声的, 嘈杂的",,cet4,,noisier|noisiest,6565,,
spontaneous,spɒn'teiniәs,,"a. 自然的, 自发的, 未经琢磨的； [医] 自发的, 特发的, 自生的",,cet4,,,6576,,
slender,'slendә,,"a. 苗条的, 纤弱的, 微少的, 微薄的； [机] 细的, 纤细的",,cet4,,slendering,6578,,
bloom,blu:m,,"n. 花, 开花, 青春, 钢块； vi. 开花, 焕发青春, 茂盛",,cet4,,bloomed|blooming|blooms,6582,,
necklace,'neklis,,n. 项链,,cet4,,necklaced|necklaces|necklacing,6583,,
inn,in,,"n. 旅馆, 客栈； vi. 住旅馆",,cet4,,inns,6591,,
perfume,'pә:fju:m,,"n. 香水, 香气, (悦人的)气氛, 美名； vt. 洒香水于, 薰香, 使充满香气",,cet4,,perfumed|perfumes|perfuming,6592,,
colonel,'kә:nәl,,"n. 陆军上校, 长官",,cet4,,colonels,6593,,
flock,flɒk,,"n. 兽群, 鸟群, 一群人, 大量, 棉束； vi. 成群而行, 聚集",,cet4,,flocked|flocking|flocks,6596,,
oval,'әuvәl,,"n. 椭圆形； a. 卵形的, 椭圆形的",,cet4,,ovals,6604,,
canoe,kә'nu:,,"n. 独木舟, 轻舟； vi. 乘独木舟",,cet4,,canoed|canoeing|canoes,6612,,
swift,swift,,"n. 褐雨燕, 快速爬行的小蜥蜴, 蝙蝠蛾, 大滚筒； a. 迅速的, 快的, 敏捷的, 立刻的",,cet4,,swifter|swiftest|swifts,6627,,
undo,.ʌn'du:,,"vt. 解开, 取消, 破坏, 毁灭, 扰乱； vi. 松开",,cet4,,undid|undoes|undoing|undone,6632,,
lace,leis,,"n. 饰带, 花边, 缎带, 鞋带； vt. 结带子, 饰以花边",,cet4,,laced|laces|lacing,6642,,
rag,ræg,,"n. 碎布, 抹布, 碎片, 碎屑, 少量, 破旧衣服； vt. 责骂, 揶揄, 戏弄",,cet4,,ragged|ragging|rags,6662,,
resistant,ri'zistәnt,,"n. 抵抗者, 反抗者； a. 抵抗的, 反抗的, 耐...的",,cet4,,,6664,,
